название;тип_лофт;телефон;сайт;ссылка
Prime Show;Банкетный зал, лофт;+79956075773;https://www.loft2rent.ru/loft/182297/;https://www.loft2rent.ru/loft/182297/182301/
Prisma Loft с уютной верандой и уличным камином;Лофт;+7 (495)0080403;https://www.loft2rent.ru/loft/30985/;https://www.loft2rent.ru/loft/30985/124312/
Private 25 / 25 ПриватЛофт с террасой на крыше 25 эт.;Лофт, крыша, веранда;+79252676534;N/A;https://www.loft2rent.ru/loft/95893/95895/
ProDelki / ПроделкиProDelki (Ленинский пр. д.111, к. 2);Лофт, игровой зал;+79313234252;N/A;https://www.loft2rent.ru/loft/163646/180804/
ProDelki / ПроделкиProDelki (ул. Адмирала Черокова, 18 к 2);Зал;+79313234252;N/A;https://www.loft2rent.ru/loft/163646/168278/
ProDelki / ПроделкиProDelki (ул. Малая Митрофаньевская д. 5 к. 1);Лофт, игровой зал;+79313234252;N/A;https://www.loft2rent.ru/loft/163646/163719/
Production8;Фотостудия;+7(977)406-22-08;N/A;https://www.loft2rent.ru/loft/187873/187875/
Proloft;Лофт;89251539733;N/A;https://www.loft2rent.ru/loft/132167/132184/
Prosvet Hall;Зал, конференц-зал, учебный зал, переговорная;+79776615700;N/A;https://www.loft2rent.ru/loft/74776/74778/
Prosvet Hall ( малый зал );Коворкинг, конференц-зал, учебный зал, переговорная;+79776615700;https://www.loft2rent.ru/loft/74776/;https://www.loft2rent.ru/loft/74776/106084/
PROстранствоЛофт PROстранство для мероприятий и дней рождений с караоке в Казани;Бар, зал, концертный зал;89270346624;N/A;https://www.loft2rent.ru/loft/95670/95672/
Pulsar;Зал, конференц-зал;+74958433175;https://www.loft2rent.ru/loft/108466/;https://www.loft2rent.ru/loft/108466/108468/
Queen Loft;Лофт, веранда;+7 (495)0080403;https://www.loft2rent.ru/loft/30985/;https://www.loft2rent.ru/loft/30985/95983/
QUERCUS CLUB;Концертный зал;89852111331;N/A;https://www.loft2rent.ru/loft/203532/203556/
R414 studioТерраса на Плющихе;Ресторан, крыша, на открытом воздухе, веранда;+79654143322;N/A;https://www.loft2rent.ru/loft/182467/182469/
Radiant Loft;Лофт, бар, кальянная;+7 (995) 626-65-65;https://www.loft2rent.ru/loft/134148/;https://www.loft2rent.ru/loft/134148/139704/
Radiola Loft;Лофт, веранда;+7 (495)0080403;https://www.loft2rent.ru/loft/30985/;https://www.loft2rent.ru/loft/30985/97228/
RANCHO LOFTRancho lof;;+7 915 005-68-25;N/A;https://www.loft2rent.ru/loft/165571/165831/
RATUSHA HALL;Лофт, зал, конференц-зал, веранда;+7 495 120-19-05;https://www.loft2rent.ru/loft/5338/;https://www.loft2rent.ru/loft/5338/29003/
Razgruzka;Лофт, бар, концертный зал, кальянная;89262268857;N/A;https://www.loft2rent.ru/loft/208022/208032/
Reboot LoftReboot Loft;Лофт, антикафе;+79663000200;N/A;https://www.loft2rent.ru/loft/162392/162397/
Reboot LoftВеранда с шатрами Flamingo;На открытом воздухе, кальянная;+79663000200;N/A;https://www.loft2rent.ru/loft/162392/184810/
RED BOATLoft boat;Банкетный зал, на открытом воздухе;84996478964;N/A;https://www.loft2rent.ru/loft/35892/36501/
RED BOATТеплоход Артурс;Ресторан, конференц-зал, теплоход;84996478964;N/A;https://www.loft2rent.ru/loft/35892/38931/
RED BOATТеплоход Барс;Ресторан, бар, теплоход, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66955/
RED BOATТеплоход Благодать;Ресторан, зал, теплоход, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66914/
RED BOATТеплоход Богема;Ресторан, зал, теплоход, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66908/
RED BOATТеплоход Дельфин;Зал, теплоход;84996478964;N/A;https://www.loft2rent.ru/loft/35892/38928/
RED BOATТеплоход Держава;Банкетный зал, ресторан, теплоход, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66939/
RED BOATТеплоход Жемчужина;Ресторан, теплоход, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66919/
RED BOATТеплоход Крокус;Ресторан, зал, теплоход, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66949/
RED BOATТеплоход Лагуна;Ресторан, зал, теплоход, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66903/
RED BOATТеплоход Маэстро;Ресторан, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/47797/
RED BOATТеплоход Маэстро;Ресторан, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/47802/
RED BOATТеплоход Ривер Лаундж;Ресторан, крыша;84996478964;N/A;https://www.loft2rent.ru/loft/35892/47789/
RED BOATТеплоход Ривер Палас;Банкетный зал, бар, крыша;84996478964;N/A;https://www.loft2rent.ru/loft/35892/47785/
RED BOATТеплоход Ривьера;Ресторан, концертный зал, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/47807/
RED BOATТеплоход Светоч;Ресторан, зал, на открытом воздухе, теплоход;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66924/
RED BOATТеплоход Соларис;Ресторан, зал, теплоход, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66896/
RED BOATТеплоход Уникум;Ресторан, зал, теплоход, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66870/
RED BOATТеплоход Царица Елена;Бар, зал, крыша, веранда;84996478964;N/A;https://www.loft2rent.ru/loft/35892/47792/
RED BOATЯхта Azimut 55;Аппартаменты, зал, на открытом воздухе, теплоход;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66963/
RED BOATЯхта BAYLINER;Крыша, теплоход;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66978/
RED BOATЯхта BLUE MARINA;На открытом воздухе;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66983/
RED BOATЯхта Виктория;На открытом воздухе, теплоход;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66974/
RED BOATЯхта Легрина;Зал, на открытом воздухе, теплоход;84996478964;N/A;https://www.loft2rent.ru/loft/35892/66969/
RedBrick.loft;Лофт;+79818314981;https://www.loft2rent.ru/loft/204932/;https://www.loft2rent.ru/loft/120937/120941/
Replace LOFTPINTEREST;Лофт, фотостудия;+7 925 068-48-97;N/A;https://www.loft2rent.ru/loft/118453/118455/
RibambelleRibambelle Green;Ресторан, зал, детский центр;+79670912800;N/A;https://www.loft2rent.ru/loft/172437/172476/
RibambelleRibambelle Vremena Goda;Ресторан, игровой зал, детский центр;+79670912800;N/A;https://www.loft2rent.ru/loft/172437/172439/
RibambelleRibambelle Сердце столицы;Зал, игровой зал, детский центр;+79670912800;N/A;https://www.loft2rent.ru/loft/172437/172505/
RibambelleRibambelle Хамовники;Бар, зал, детский центр;+79670912800;N/A;https://www.loft2rent.ru/loft/172437/172500/
Rich Loft;Лофт, веранда;+7 (495)0080403;https://www.loft2rent.ru/loft/30985/;https://www.loft2rent.ru/loft/30985/124045/
Rise Apartments Blonde Апартаменты Москва Сити;Кабинет, отель;+79958998202;https://www.loft2rent.ru/loft/171815/;https://www.loft2rent.ru/loft/171815/184377/
Rise Apartments Pretty студия в Москва Сити;Отель;+79958998202;https://www.loft2rent.ru/loft/171815/;https://www.loft2rent.ru/loft/171815/187287/
Rise Apartments Неоновый апартамент на 62 этаже под мероприятия в Москва Сити!;Апартаменты, отель;+79958998202;https://www.loft2rent.ru/loft/171815/;https://www.loft2rent.ru/loft/171815/196508/
Rise Diamond Апартаменты в Москва Сити;Апартаменты;+79958998202;https://www.loft2rent.ru/loft/171815/;https://www.loft2rent.ru/loft/171815/184364/
Rise-Apartments 43 floor Moscow City;Апартаменты;+79958998202;https://www.loft2rent.ru/loft/171815/;https://www.loft2rent.ru/loft/171815/184340/
RiverOneRiverOne, Hi-Tech lounge бар с панорамными окнами;Лофт, зал, кальянная;89165588810;N/A;https://www.loft2rent.ru/loft/45360/45391/
RIZZПАРАДАЙС / ПАРАДАЙС банкетный зал;Банкетный зал, зал, концертный зал;+79254200006;N/A;https://www.loft2rent.ru/loft/180043/180051/
RL Loft;Лофт, ресторан, конференц-зал;89788760354;N/A;https://www.loft2rent.ru/loft/160550/160552/
Rock & Roll;Лофт, антикафе;+79990071109;https://www.loft2rent.ru/loft/125195/;https://www.loft2rent.ru/loft/125195/125197/
Rock'n'Roll;Лофт, зал, антикафе;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77373/
ROCKEFELLER’S HALL;Лофт, зал, конференц-зал, концертный зал;+7 495 120-19-05;https://www.loft2rent.ru/loft/5338/;https://www.loft2rent.ru/loft/5338/5371/
Rocket Space;Лофт, ресторан, бар, зал;+79995105599;https://www.loft2rent.ru/loft/81681/;https://www.loft2rent.ru/loft/81681/81683/
Roof LoungeЗАЛ ВАЙБ;;+7 (995) 120-59-99;N/A;https://www.loft2rent.ru/loft/189162/195671/
ROOM;Зал, на открытом воздухе;+7 (495) 032-36-35;https://www.loft2rent.ru/loft/1926/;https://www.loft2rent.ru/loft/1926/45622/
Room 404 -двухэтажный лофт с панорамными окнами;Лофт, бар, зал, конференц-зал;+74998881829;https://www.loft2rent.ru/loft/1821/;https://www.loft2rent.ru/loft/63097/63131/
Rossa Loft;Бар, веранда;+7 (965) 417-05-97;N/A;https://www.loft2rent.ru/loft/124023/145170/
ROTHSCHILD’S HALL;Лофт, зал, конференц-зал;+7 495 120-19-05;https://www.loft2rent.ru/loft/5338/;https://www.loft2rent.ru/loft/5338/5657/
ROYAL;Лофт, бар, зал, конференц-зал;+7 (495) 032-36-35;https://www.loft2rent.ru/loft/1926/;https://www.loft2rent.ru/loft/1926/12237/
RubiconКонференц-зал до 12 человек в центре СПБ;Кабинет, коворкинг, учебный зал;+79110008819;N/A;https://www.loft2rent.ru/loft/170656/170666/
RubiconКонференц-зал до 25 человек в центре СПБ;Конференц-зал, учебный зал;+79110008819;N/A;https://www.loft2rent.ru/loft/170656/170658/
RubiconКонференц-зал до 60 человек в центре СПБ;Конференц-зал;+79110008819;N/A;https://www.loft2rent.ru/loft/170656/170663/
Sabor de la VidaРесторан Sabor de la Vida;Банкетный зал, ресторан;+7 (926) 222-71-22;N/A;https://www.loft2rent.ru/loft/209177/209999/
Safisa;Ресторан, зал, особняк;+79164400130;https://www.loft2rent.ru/loft/101001/;https://www.loft2rent.ru/loft/101001/168378/
Sansara LoftBreeze - новый лофт для праздников под ключ;Лофт, антикафе;89151989966;N/A;https://www.loft2rent.ru/loft/203791/203838/
Sansara LoftGlam - лофт с караоке, диско-шаром и приставкой для ваших мероприятий;Лофт, антикафе;89151989966;N/A;https://www.loft2rent.ru/loft/203791/203834/
Sansara LoftGrand - яркий лофт с караоке для праздников!;Лофт, антикафе;89151989966;N/A;https://www.loft2rent.ru/loft/203791/203930/
Sansara LoftGray - стильный лофт с караоке для ваших праздников;Лофт, антикафе;89151989966;N/A;https://www.loft2rent.ru/loft/203791/203824/
Sansara LoftHappy - лофт для счастливых моментов!;Лофт, антикафе;89151989966;N/A;https://www.loft2rent.ru/loft/203791/203842/
Sansara LoftLoft - лофт с караоке, фотозоной и приставкой!;Банкетный зал, лофт, антикафе;89151989966;N/A;https://www.loft2rent.ru/loft/203791/204943/
Santa лофт;Лофт, кальянная;+7 (958) 521-27-15;https://www.loft2rent.ru/loft/144719/;https://www.loft2rent.ru/loft/144719/144724/
Sante Loft;Лофт;+79522600333;N/A;https://www.loft2rent.ru/loft/173242/181199/
Sapphire — яркий, классический лофт с караоке, 8 минут от метро;Лофт, учебный зал;+7 958 578 23 62;https://www.loft2rent.ru/loft/loftaviator/;https://www.loft2rent.ru/loft/3593/74072/
Sava loft с уютной верандой и грилем;Лофт, ночной клуб, веранда;+7 (495)0080403;https://www.loft2rent.ru/loft/30985/;https://www.loft2rent.ru/loft/30985/51566/
SAVANNAH LOFT;Лофт, ресторан, фотостудия;89259700202;N/A;https://www.loft2rent.ru/loft/140407/140409/
