Название компании,Название сделки,Телефон,Email,Сайт
"Friends Hall ""ХАРИЗМА"" FHS №3 VIP","Friends Hall ""ХАРИЗМА"" FHS №3 VIP",74952910543,,https://www.loft2rent.ru/loft/42514
"Friends Hall ""ХАРИЗМА"" FHS №4","Friends Hall ""ХАРИЗМА"" FHS №4",74952910543,,https://www.loft2rent.ru/loft/42514
"Friends Hall ""ХАРИЗМА"" FHS №5 VIP","Friends Hall ""ХАРИЗМА"" FHS №5 VIP",74952910543,,https://www.loft2rent.ru/loft/42514
"Friends Hall ""ХАРИЗМА"" FHS №6 VIP","Friends Hall ""ХАРИЗМА"" FHS №6 VIP",74952910543,,https://www.loft2rent.ru/loft/42514
"Friends Hall ""ХАРИЗМА"" FHS №7 VIP","Friends Hall ""ХАРИЗМА"" FHS №7 VIP",74952910543,,https://www.loft2rent.ru/loft/42514
"Friends Hall ""ХАРИЗМА"" FHS №8 #по-братски","Friends Hall ""ХАРИЗМА"" FHS №8 #по-братски",74952910543,,https://www.loft2rent.ru/loft/42514
"Friends Hall ""ХАРИЗМА"" FHS №9","Friends Hall ""ХАРИЗМА"" FHS №9",74952910543,,https://www.loft2rent.ru/loft/42514
Frontend Moscow,Frontend Moscow,74956460768,marketing@ontico.team,https://frontendconf.ru
Fumisawa,Fumisawa,74957751969,,https://novikovgroup.ru/restaurants/Fumisawa/
Fun Loft,Fun Loft,79265109120,,https://www.loft2rent.ru/loft/114875/114937
G Gallery,G Gallery,79033039996,,https://www.loft2rent.ru/loft/107726/107728
GALLERY LOFT: ДВУХЭТАЖНЫЙ ЛОФТ КАРАОКЕ И PS 4 !,GALLERY LOFT: ДВУХЭТАЖНЫЙ ЛОФТ КАРАОКЕ И PS 4 !,74951839432,,https://www.loft2rent.ru/loft/66644
Gamma More,Gamma More,79030127713,,https://www.loft2rent.ru/loft/186077/186409
Garage loftGarage,Garage loftGarage,79367779677,,https://www.loft2rent.ru/loft/129442/130392
Garage Lounge (Гараж Зал). Стильный лофт,Garage Lounge (Гараж Зал). Стильный лофт,79019397046,,https://www.reveltime.ru/venue/7176216?eventtype=vecherinka
Garage lounge / Гараж лаундж,Garage lounge / Гараж лаундж,79032829709,,https://www.loft2rent.ru/loft/162329/162335
Garage Museum event spaces,Garage Museum event spaces,74956450520,members@garagemca.org,https://garagemca.org
Garden loft. Стильное лофт-пространство,Garden loft. Стильное лофт-пространство,74959882111,,https://www.reveltime.ru/venue/1659182?eventtype=vecherinka
Gatsby Loft &amp; Photo. Стильное лофт-пространство,Gatsby Loft &amp; Photo. Стильное лофт-пространство,74959793332,,https://www.reveltime.ru/venue/335196?eventtype=vecherinka
Gazgolder,Gazgolder,,,https://gazgolderclub.ru
Gazgolder Booking,Gazgolder Booking,79153915836,butina@gazgolder.com,https://gazgolder.com
GazLoft,GazLoft,79956266565,,https://www.loft2rent.ru/loft/134148
Gazprom Neft,Gazprom Neft,74956429969,aero@gazprom-neft.ru,https://www.gazprom-neft.ru
Gazprom-Media Digital,Gazprom-Media Digital,78126096959,7days@7days.ru,https://www.gazprom-media.com
Gazprombank Invest,Gazprombank Invest,74957191900,mailbox@gazprombank.ru,https://www.gazprombank.ru
Geo loft (Гео Лофт). Кирпичный лофт с большими окнами,Geo loft (Гео Лофт). Кирпичный лофт с большими окнами,79019317663,,https://www.reveltime.ru/venue/735215?eventtype=vecherinka
Geraldine,Geraldine,74956951202,,https://geraldine.ru
GES-2 House of Culture,GES-2 House of Culture,,access@ges-2.org,https://ges-2.org
GESTALT CLUB (Клуб Гештальт),GESTALT CLUB (Клуб Гештальт),79346695974,,https://gestaltclubmoscow.ru/rent
Get Loft (Гет Лофт). Золотой зал,Get Loft (Гет Лофт). Золотой зал,79584055346,,https://www.reveltime.ru/venue/6839089?eventtype=vecherinka
Get LoftКухня,Get LoftКухня,79164961191,,https://www.loft2rent.ru/loft/44815/63581
GG Loft,GG Loft,79773124327,,https://www.loft2rent.ru/loft/176572/176589
GG LoftGG loft,GG LoftGG loft,74956779354,,https://www.loft2rent.ru/loft/206364/206371
Ginza Project,Ginza Project,78126401616,media@ginzaproject.com,https://www.ginza.ru
GIVprostranstvoGIVprostranstvo,GIVprostranstvoGIVprostranstvo,79039570630,,https://www.loft2rent.ru/loft/178781/178783
Glastonberry,Glastonberry,79851623891,1623891@mail.ru,https://glastonberry.ru
GloraX,GloraX,78005116926,info@glorax.com,https://glorax.com
Go Golf,Go Golf,79110003606,,https://www.loft2rent.ru/loft/171553/171555
GOLD,GOLD,74954780638,,https://www.loft2rent.ru/loft/109926
Gold&HallGold&Hall BLACKOUT,Gold&HallGold&Hall BLACKOUT,79255293977,,https://www.loft2rent.ru/loft/111283/111293
Gold&HallGold&Hall KutuZovsky,Gold&HallGold&Hall KutuZovsky,79255293977,,https://www.loft2rent.ru/loft/111283/111285
Gold&HallGold&Hall VOGUE,Gold&HallGold&Hall VOGUE,79255293977,,https://www.loft2rent.ru/loft/111283/111303
Gold&HallPROMENADE HALL,Gold&HallPROMENADE HALL,79255293977,,https://www.loft2rent.ru/loft/111283/128514
Golden Garden,Golden Garden,79020481818,,https://www.loft2rent.ru/loft/140612/190907
Golden GardenCalumbusrusotel,Golden GardenCalumbusrusotel,79020481818,,https://www.loft2rent.ru/loft/140612/140615
Golden GardenIstra garden,Golden GardenIstra garden,79020481818,,https://www.loft2rent.ru/loft/140612/200174
Golden GardenСветлый,Golden GardenСветлый,79020481818,,https://www.loft2rent.ru/loft/140612/192117
Golden Mile Fitness,Golden Mile Fitness,74959692930,info@goldenmileclub.ru,https://goldenmileclub.ru
GOLDY Ролевой ЛофтАниме-пространство,GOLDY Ролевой ЛофтАниме-пространство,79137773750,,https://www.loft2rent.ru/loft/140289/140344
GOLDY Ролевой ЛофтБизнес-Джет,GOLDY Ролевой ЛофтБизнес-Джет,79137773750,,https://www.loft2rent.ru/loft/140289/140338
GOLDY Ролевой ЛофтКинотеатр,GOLDY Ролевой ЛофтКинотеатр,79137773750,,https://www.loft2rent.ru/loft/140289/140342
GOLDY Ролевой ЛофтПримерочная,GOLDY Ролевой ЛофтПримерочная,79137773750,,https://www.loft2rent.ru/loft/140289/140346
GOLDY Ролевой ЛофтСеновал,GOLDY Ролевой ЛофтСеновал,79137773750,,https://www.loft2rent.ru/loft/140289/140340
Golfostrov,Golfostrov,79267364524,,https://golfostrov.ru
"Good girl : лофт с барной стойкой из розового меха, с караоке и PS 4 !!","Good girl : лофт с барной стойкой из розового меха, с караоке и PS 4 !!",74993021619,,https://www.loft2rent.ru/loft/66644
GOPARK Hotel,GOPARK Hotel,,,https://ostrovok.ru/hotel/russia/moscow/mid9250776/gopark_hotel
Gorilla Gym Moscow,Gorilla Gym Moscow,79789958093,,https://gorillagym.ru
Gorky Film Studio,Gorky Film Studio,,r@ascetic.team,https://gorkyfilm.ru
Gorynych,Gorynych,74959373811,info@gorynich.com,https://gorynich.com
GPStudioБелый зал GPStudio на Бауманской / Белый зал. ГПСстудия на Бауманской,GPStudioБелый зал GPStudio на Бауманской / Белый зал. ГПСстудия на Бауманской,74957920004,,https://www.loft2rent.ru/loft/35190/35200
GPStudioБольшой зал GPStudio на Бауманской / Большой зал. ГПСстудия на Бауманской,GPStudioБольшой зал GPStudio на Бауманской / Большой зал. ГПСстудия на Бауманской,74957920004,,https://www.loft2rent.ru/loft/35190/35223
GPStudioБордо зал GPStudio на Бауманской / Бордовый зал. ГПСстудия на Бауманской,GPStudioБордо зал GPStudio на Бауманской / Бордовый зал. ГПСстудия на Бауманской,74957920004,,https://www.loft2rent.ru/loft/35190/196574
GPStudioРыжий зал GPStudio на Бауманской / Рыжий зал. ГПСстудия на Бауманской,GPStudioРыжий зал GPStudio на Бауманской / Рыжий зал. ГПСстудия на Бауманской,74957920004,,https://www.loft2rent.ru/loft/35190/35218
GPStudioЧерный зал GPStudio на Бауманской / Черный зал. ГПСстудия на Бауманской,GPStudioЧерный зал GPStudio на Бауманской / Черный зал. ГПСстудия на Бауманской,74957920004,,https://www.loft2rent.ru/loft/35190/35209
GRACE,GRACE,74951201905,,https://www.loft2rent.ru/loft/5338
Grace Bistro,Grace Bistro,74959001061,,https://gracebistro.ru
Graf-Studio (Граф-Студио). Зал Замок,Graf-Studio (Граф-Студио). Зал Замок,79586097164,,https://www.reveltime.ru/venue/2798781?eventtype=vecherinka
Graf-Studio. Зал Кардинал (Граф-Студио),Graf-Studio. Зал Кардинал (Граф-Студио),79676932714,,https://www.reveltime.ru/venue/3032736?eventtype=vecherinka
Graf-Studio. Зал Прованс (Граф-Студио),Graf-Studio. Зал Прованс (Граф-Студио),79584055346,,https://www.reveltime.ru/venue/2411839?eventtype=vecherinka
Graf-Studio. Зал Ренессанс (Граф-Студио),Graf-Studio. Зал Ренессанс (Граф-Студио),79584610759,,https://www.reveltime.ru/venue/2415611?eventtype=vecherinka
Graf-Studio. Зал Сцена (Граф-Студио),Graf-Studio. Зал Сцена (Граф-Студио),79584055346,,https://www.reveltime.ru/venue/2410104?eventtype=vecherinka
Graf-Studio. Зал Чердак (Граф-Студио),Graf-Studio. Зал Чердак (Граф-Студио),79584630738,,https://www.reveltime.ru/venue/2674303?eventtype=vecherinka
Grand Cru,Grand Cru,79250583926,aryahovskiy@simplewine.ru,https://grandcru.ru
Grand Cru,Grand Cru,74955106567,,http://www.grandcru.ru/
GRAND HALL,GRAND HALL,74950323635,,https://www.loft2rent.ru/loft/1926
Grand Sky 2Grand Sky 1,Grand Sky 2Grand Sky 1,79258691580,,https://www.loft2rent.ru/loft/175214/175226
Grand Sky 2High Point Residence 1,Grand Sky 2High Point Residence 1,79258691580,,https://www.loft2rent.ru/loft/175214/175228
Grand Sky 2The Eagle's Nest 1,Grand Sky 2The Eagle's Nest 1,79258691580,,https://www.loft2rent.ru/loft/175214/175234
Grape,Grape,,hr@grape.ru,https://grape.ru
GRAPE LOFT,GRAPE LOFT,79939054093,,https://www.loft2rent.ru/loft/41186/41190
Graphite (Графит). Футуристический двухуровневый лофт,Graphite (Графит). Футуристический двухуровневый лофт,79939054093,,https://www.reveltime.ru/venue/5941268?eventtype=vecherinka
Graphite \,Graphite \,,,лофт
Grechka Media,Grechka Media,74956656200,,https://grechkamedia.ru
Green House,Green House,79164400130,,https://www.loft2rent.ru/loft/177908
Green Loft,Green Loft,79150883390,,https://www.loft2rent.ru/loft/48959
Green Loft,Green Loft,79691188222,,https://www.loft2rent.ru/loft/85691/85704
Green&amp;White Loft (Зелёно-Белый Лофт),Green&amp;White Loft (Зелёно-Белый Лофт),79164400130,,https://www.reveltime.ru/venue/5308281?eventtype=vecherinka
Green&White - Стильный лофт на Арбате с отдельной игровой комнатой,Green&White - Стильный лофт на Арбате с отдельной игровой комнатой,79031292578,,https://www.loft2rent.ru/loft/167313
Green&White Loft,Green&White Loft,79152876213,,https://www.loft2rent.ru/loft/121243
GreenHouse площадка для свадьбы,GreenHouse площадка для свадьбы,79585410041,,https://www.loft2rent.ru/loft/97591
Grey Green by Space &amp; Place (Грэй Грин бай Спейс&amp;Плэйс). Светлое пространство в современном стиле,Grey Green by Space &amp; Place (Грэй Грин бай Спейс&amp;Плэйс). Светлое пространство в современном стиле,79584974089,,https://www.reveltime.ru/venue/7465927?eventtype=vecherinka
Grey Loft,Grey Loft,79150883390,,https://www.loft2rent.ru/loft/48959
GreyGreen Event Space,GreyGreen Event Space,74991163431,,https://www.loft2rent.ru/loft/spaceandplace
Grill GradБанкетные домики,Grill GradБанкетные домики,79850088000,,https://www.loft2rent.ru/loft/89500/89504
GrillvetStudio,GrillvetStudio,79264959922,,https://www.loft2rent.ru/loft/209150/209166
GrotteGrotte,GrotteGrotte,79636224791,,https://www.loft2rent.ru/loft/162534/163118
GS Racing,GS Racing,79256566767,,https://www.loft2rent.ru/loft/95467/95532
H4U - Аренда залов и кабинетовЗал на Тверской / Пушкинской (П-602),H4U - Аренда залов и кабинетовЗал на Тверской / Пушкинской (П-602),79150624544,,https://www.loft2rent.ru/loft/69466/117328
Habr Media,Habr Media,,,https://habr.com
Hall 14. Атмосферный лофт с верандой,Hall 14. Атмосферный лофт с верандой,79031888081,,https://www.reveltime.ru/venue/5499756?eventtype=vecherinka
Hall of senses,Hall of senses,79269932100,,https://www.loft2rent.ru/loft/154114/154116
HANDБольшой зал,HANDБольшой зал,79267777108,,https://www.loft2rent.ru/loft/108735/108739
HANDВип зал,HANDВип зал,79267777108,,https://www.loft2rent.ru/loft/108735/168408
HANDВсе пространство,HANDВсе пространство,79267777108,,https://www.loft2rent.ru/loft/108735/168434
HANDКоворкинг,HANDКоворкинг,79267777108,,https://www.loft2rent.ru/loft/108735/168411
HANDСредний зал,HANDСредний зал,79267777108,,https://www.loft2rent.ru/loft/108735/168406
Harper’s Bazaar Russia,Harper’s Bazaar Russia,,d.khalfina@imedia.ru,https://bazaar.ru
HARRISON HALL,HARRISON HALL,78123171220,,https://www.loft2rent.ru/loft/5338
Hawaii House (Гавайи). Двухуровневый лофт в гавайском стиле,Hawaii House (Гавайи). Двухуровневый лофт в гавайском стиле,79584974084,,https://www.reveltime.ru/venue/4116659?eventtype=vecherinka
HeadHunter,HeadHunter,,opp@zarplata.ru,https://hh.ru
HeadHunter Group,HeadHunter Group,,opp@zarplata.ru,https://hh.ru
HeadHunter Tech,HeadHunter Tech,,opp@zarplata.ru,https://hh.ru
Hearst Shkulev Media,Hearst Shkulev Media,74956335757,info@shkulev.ru,https://shkulevholding.ru
HEARTSIDE HALL,HEARTSIDE HALL,78123171220,,https://www.loft2rent.ru/loft/5338
Helios,Helios,79281575247,,https://www.loft2rent.ru/loft/174101/174130
HeliosХелиус,HeliosХелиус,79281761202,,https://www.loft2rent.ru/loft/174101/175561
Hide,Hide,79200744958,,https://www.loft2rent.ru/loft/105797/105801
High Ground (Возвышенность). Вип-зал,High Ground (Возвышенность). Вип-зал,79676928564,,https://www.reveltime.ru/venue/5282071?eventtype=vecherinka
High Ground (Возвышенность). ВИП-кабинка для небольшой компании,High Ground (Возвышенность). ВИП-кабинка для небольшой компании,79893636021,,https://www.reveltime.ru/venue/4682067?eventtype=vecherinka
High Ground (Возвышенность). Зал Нью-Йорк,High Ground (Возвышенность). Зал Нью-Йорк,79386989873,,https://www.reveltime.ru/venue/4135370?eventtype=vecherinka
